claim_id,policy_id,claim_date,claim_amount,claim_type,description
F-2280,PF-968,2025-03-29,33650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2281,PF-969,2025-03-30,34600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2282,PF-970,2025-03-01,35550,health,Major collision payout request; staged accident suspected per witness statements.
F-2283,PF-971,2025-03-02,36500,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2284,PF-972,2025-03-03,37450,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2285,PF-973,2025-03-04,38400,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2286,PF-974,2025-03-05,39350,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2287,PF-975,2025-03-06,40300,travel,Major collision payout request; staged accident suspected per witness statements.
F-2288,PF-975,2025-03-06,46800,travel,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2289,PF-976,2025-03-07,41250,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2290,PF-977,2025-03-08,42200,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2291,PF-978,2025-03-09,43150,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2292,PF-979,2025-03-10,44100,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2293,PF-980,2025-03-11,45050,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2294,PF-981,2025-03-12,46000,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2295,PF-982,2025-03-13,46950,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2296,PF-983,2025-03-14,47900,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2297,PF-984,2025-03-15,48850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2298,PF-985,2025-03-16,49800,auto,Major collision payout request; staged accident suspected per witness statements.
F-2299,PF-986,2025-03-17,50750,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2300,PF-987,2025-03-18,51700,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2301,PF-988,2025-03-19,52650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2302,PF-989,2025-03-20,53600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2303,PF-990,2025-03-21,27000,health,Major collision payout request; staged accident suspected per witness statements.
F-2304,PF-991,2025-03-22,27950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2305,PF-992,2025-03-23,28900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2306,PF-993,2025-03-24,29850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2307,PF-994,2025-03-25,30800,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2308,PF-995,2025-03-26,31750,travel,Major collision payout request; staged accident suspected per witness statements.
F-2309,PF-996,2025-03-27,32700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2310,PF-997,2025-03-28,33650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2311,PF-998,2025-03-29,34600,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2312,PF-999,2025-03-30,35550,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2313,PF-1000,2025-04-01,36500,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2314,PF-1000,2025-04-01,41500,property,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2315,PF-1001,2025-04-02,37450,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2316,PF-1002,2025-04-03,38400,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2317,PF-1003,2025-04-04,39350,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2318,PF-1004,2025-04-05,40300,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2319,PF-1005,2025-04-06,41250,auto,Major collision payout request; staged accident suspected per witness statements.
F-2320,PF-1006,2025-04-07,42200,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2321,PF-1007,2025-04-08,43150,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2322,PF-1008,2025-04-09,44100,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2323,PF-1009,2025-04-10,45050,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2324,PF-1010,2025-04-11,46000,health,Major collision payout request; staged accident suspected per witness statements.
F-2325,PF-1011,2025-04-12,46950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2326,PF-1012,2025-04-13,47900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2327,PF-1013,2025-04-14,48850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2328,PF-1014,2025-04-15,49800,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2329,PF-1015,2025-04-16,50750,travel,Major collision payout request; staged accident suspected per witness statements.
F-2330,PF-1016,2025-04-17,51700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2331,PF-1017,2025-04-18,52650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2332,PF-1018,2025-04-19,53600,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2333,PF-1019,2025-04-20,27000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2334,PF-1020,2025-04-21,27950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2335,PF-1021,2025-04-22,28900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2336,PF-1022,2025-04-23,29850,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2337,PF-1023,2025-04-24,30800,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2338,PF-1024,2025-04-25,31750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2339,PF-1025,2025-04-26,32700,auto,Major collision payout request; staged accident suspected per witness statements.
F-2340,PF-1025,2025-04-26,38450,auto,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2341,PF-1026,2025-04-27,33650,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2342,PF-1027,2025-04-28,34600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2343,PF-1028,2025-04-29,35550,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2344,PF-1029,2025-04-30,36500,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2345,PF-1030,2025-04-01,37450,health,Major collision payout request; staged accident suspected per witness statements.
F-2346,PF-1031,2025-04-02,38400,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2347,PF-1032,2025-04-03,39350,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2348,PF-1033,2025-04-04,40300,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2349,PF-1034,2025-04-05,41250,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2350,PF-1035,2025-04-06,42200,travel,Major collision payout request; staged accident suspected per witness statements.
F-2351,PF-1036,2025-04-07,43150,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2352,PF-1037,2025-04-08,44100,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2353,PF-1038,2025-04-09,45050,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2354,PF-1039,2025-04-10,46000,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2355,PF-1040,2025-04-11,46950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2356,PF-1041,2025-04-12,47900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2357,PF-1042,2025-04-13,48850,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2358,PF-1043,2025-04-14,49800,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2359,PF-1044,2025-04-15,50750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2360,PF-1045,2025-04-16,51700,auto,Major collision payout request; staged accident suspected per witness statements.
F-2361,PF-1046,2025-04-17,52650,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2362,PF-1047,2025-04-18,53600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2363,PF-1048,2025-04-19,27000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2364,PF-1049,2025-04-20,27950,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2365,PF-1050,2025-04-21,28900,health,Major collision payout request; staged accident suspected per witness statements.
F-2366,PF-1050,2025-04-21,35400,health,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2367,PF-1051,2025-04-22,29850,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2368,PF-1052,2025-04-23,30800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2369,PF-1053,2025-04-24,31750,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2370,PF-1054,2025-04-25,32700,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2371,PF-1055,2025-04-26,33650,travel,Major collision payout request; staged accident suspected per witness statements.
F-2372,PF-1056,2025-04-27,34600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2373,PF-1057,2025-04-28,35550,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2374,PF-1058,2025-04-29,36500,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2375,PF-1059,2025-04-30,37450,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2376,PF-1060,2025-04-01,38400,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2377,PF-1061,2025-04-02,39350,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2378,PF-1062,2025-04-03,40300,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2379,PF-1063,2025-04-04,41250,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2380,PF-1064,2025-04-05,42200,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2381,PF-1065,2025-04-06,43150,auto,Major collision payout request; staged accident suspected per witness statements.
F-2382,PF-1066,2025-04-07,44100,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2383,PF-1067,2025-04-08,45050,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2384,PF-1068,2025-04-09,46000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2385,PF-1069,2025-04-10,46950,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2386,PF-1070,2025-04-11,47900,health,Major collision payout request; staged accident suspected per witness statements.
F-2387,PF-1071,2025-04-12,48850,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2388,PF-1072,2025-04-13,49800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2389,PF-1073,2025-04-14,50750,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2390,PF-1074,2025-04-15,51700,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2391,PF-1075,2025-04-16,52650,travel,Major collision payout request; staged accident suspected per witness statements.
F-2392,PF-1075,2025-04-16,57650,travel,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2393,PF-1076,2025-04-17,53600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2394,PF-1077,2025-04-18,27000,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2395,PF-1078,2025-04-19,27950,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2396,PF-1079,2025-04-20,28900,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2397,PF-1080,2025-04-21,29850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2398,PF-1081,2025-04-22,30800,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2399,PF-1082,2025-04-23,31750,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2400,PF-1083,2025-04-24,32700,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2401,PF-1084,2025-04-25,33650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2402,PF-1085,2025-04-26,34600,auto,Major collision payout request; staged accident suspected per witness statements.
F-2403,PF-1086,2025-04-27,35550,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2404,PF-1087,2025-04-28,36500,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2405,PF-1088,2025-04-29,37450,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2406,PF-1089,2025-04-30,38400,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2407,PF-1090,2025-04-01,39350,health,Major collision payout request; staged accident suspected per witness statements.
F-2408,PF-1091,2025-04-02,40300,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2409,PF-1092,2025-04-03,41250,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2410,PF-1093,2025-04-04,42200,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2411,PF-1094,2025-04-05,43150,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2412,PF-1095,2025-04-06,44100,travel,Major collision payout request; staged accident suspected per witness statements.
F-2413,PF-1096,2025-04-07,45050,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2414,PF-1097,2025-04-08,46000,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2415,PF-1098,2025-04-09,46950,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2416,PF-1099,2025-04-10,47900,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2417,PF-900,2025-04-11,48850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2418,PF-900,2025-04-11,54600,property,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2419,PF-901,2025-04-12,49800,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2420,PF-902,2025-04-13,50750,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2421,PF-903,2025-04-14,51700,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2422,PF-904,2025-04-15,52650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2423,PF-905,2025-04-16,53600,auto,Major collision payout request; staged accident suspected per witness statements.
F-2424,PF-906,2025-04-17,27000,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2425,PF-907,2025-04-18,27950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2426,PF-908,2025-04-19,28900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2427,PF-909,2025-04-20,29850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2428,PF-910,2025-04-21,30800,health,Major collision payout request; staged accident suspected per witness statements.
F-2429,PF-911,2025-04-22,31750,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2430,PF-912,2025-04-23,32700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2431,PF-913,2025-04-24,33650,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2432,PF-914,2025-04-25,34600,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2433,PF-915,2025-04-26,35550,travel,Major collision payout request; staged accident suspected per witness statements.
F-2434,PF-916,2025-04-27,36500,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2435,PF-917,2025-04-28,37450,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2436,PF-918,2025-04-29,38400,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2437,PF-919,2025-04-30,39350,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2438,PF-920,2025-04-01,40300,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2439,PF-921,2025-04-02,41250,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2440,PF-922,2025-04-03,42200,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2441,PF-923,2025-04-04,43150,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2442,PF-924,2025-04-05,44100,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2443,PF-925,2025-04-06,45050,auto,Major collision payout request; staged accident suspected per witness statements.
F-2444,PF-925,2025-04-06,51550,auto,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2445,PF-926,2025-04-07,46000,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2446,PF-927,2025-04-08,46950,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2447,PF-928,2025-04-09,47900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2448,PF-929,2025-04-10,48850,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2449,PF-930,2025-04-11,49800,health,Major collision payout request; staged accident suspected per witness statements.
F-2450,PF-931,2025-04-12,50750,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2451,PF-932,2025-04-13,51700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2452,PF-933,2025-04-14,52650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2453,PF-934,2025-04-15,53600,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2454,PF-935,2025-04-16,27000,travel,Major collision payout request; staged accident suspected per witness statements.
F-2455,PF-936,2025-04-17,27950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2456,PF-937,2025-04-18,28900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2457,PF-938,2025-04-19,29850,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2458,PF-939,2025-04-20,30800,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2459,PF-940,2025-04-21,31750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2460,PF-941,2025-04-22,32700,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2461,PF-942,2025-04-23,33650,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2462,PF-943,2025-04-24,34600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2463,PF-944,2025-04-25,35550,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2464,PF-945,2025-04-26,36500,auto,Major collision payout request; staged accident suspected per witness statements.
F-2465,PF-946,2025-04-27,37450,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2466,PF-947,2025-04-28,38400,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2467,PF-948,2025-04-29,39350,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2468,PF-949,2025-04-30,40300,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2469,PF-950,2025-04-01,41250,health,Major collision payout request; staged accident suspected per witness statements.
F-2470,PF-950,2025-04-01,46250,health,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2471,PF-951,2025-04-02,42200,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2472,PF-952,2025-04-03,43150,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2473,PF-953,2025-04-04,44100,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2474,PF-954,2025-04-05,45050,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2475,PF-955,2025-04-06,46000,travel,Major collision payout request; staged accident suspected per witness statements.
F-2476,PF-956,2025-04-07,46950,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2477,PF-957,2025-04-08,47900,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2478,PF-958,2025-04-09,48850,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2479,PF-959,2025-04-10,49800,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2480,PF-960,2025-04-11,50750,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2481,PF-961,2025-04-12,51700,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2482,PF-962,2025-04-13,52650,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2483,PF-963,2025-04-14,53600,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2484,PF-964,2025-04-15,27000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2485,PF-965,2025-04-16,27950,auto,Major collision payout request; staged accident suspected per witness statements.
F-2486,PF-966,2025-04-17,28900,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2487,PF-967,2025-04-18,29850,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2488,PF-968,2025-04-19,30800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2489,PF-969,2025-04-20,31750,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2490,PF-970,2025-04-21,32700,health,Major collision payout request; staged accident suspected per witness statements.
F-2491,PF-971,2025-04-22,33650,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2492,PF-972,2025-04-23,34600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2493,PF-973,2025-04-24,35550,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2494,PF-974,2025-04-25,36500,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2495,PF-975,2025-04-26,37450,travel,Major collision payout request; staged accident suspected per witness statements.
F-2496,PF-975,2025-04-26,43200,travel,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2497,PF-976,2025-04-27,38400,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2498,PF-977,2025-04-28,39350,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2499,PF-978,2025-04-29,40300,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2500,PF-979,2025-04-30,41250,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2501,PF-980,2025-04-01,42200,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2502,PF-981,2025-04-02,43150,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2503,PF-982,2025-04-03,44100,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2504,PF-983,2025-04-04,45050,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2505,PF-984,2025-04-05,46000,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2506,PF-985,2025-04-06,46950,auto,Major collision payout request; staged accident suspected per witness statements.
F-2507,PF-986,2025-04-07,47900,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2508,PF-987,2025-04-08,48850,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2509,PF-988,2025-04-09,49800,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2510,PF-989,2025-04-10,50750,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2511,PF-990,2025-04-11,51700,health,Major collision payout request; staged accident suspected per witness statements.
F-2512,PF-991,2025-04-12,52650,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2513,PF-992,2025-04-13,53600,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2514,PF-993,2025-04-14,27000,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2515,PF-994,2025-04-15,27950,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2516,PF-995,2025-04-16,28900,travel,Major collision payout request; staged accident suspected per witness statements.
F-2517,PF-996,2025-04-17,29850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2518,PF-997,2025-04-18,30800,auto,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2519,PF-998,2025-04-19,31750,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2520,PF-999,2025-04-20,32700,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2521,PF-1000,2025-04-21,33650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2522,PF-1000,2025-04-21,40150,property,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2523,PF-1001,2025-04-22,34600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2524,PF-1002,2025-04-23,35550,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2525,PF-1003,2025-04-24,36500,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2526,PF-1004,2025-04-25,37450,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2527,PF-1005,2025-04-26,38400,auto,Major collision payout request; staged accident suspected per witness statements.
F-2528,PF-1006,2025-04-27,39350,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2529,PF-1007,2025-04-28,40300,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2530,PF-1008,2025-04-29,41250,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2531,PF-1009,2025-04-30,42200,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2532,PF-1010,2025-04-01,43150,health,Major collision payout request; staged accident suspected per witness statements.
F-2533,PF-1011,2025-04-02,44100,travel,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2534,PF-1012,2025-04-03,45050,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2535,PF-1013,2025-04-04,46000,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2536,PF-1014,2025-04-05,46950,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2537,PF-1015,2025-04-06,47900,travel,Major collision payout request; staged accident suspected per witness statements.
F-2538,PF-1016,2025-04-07,48850,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2539,PF-1017,2025-04-08,49800,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2540,PF-1018,2025-04-09,50750,health,Repeat travel claim stating police report pending for missing jewelry; possible staged loss.
F-2541,PF-1019,2025-04-10,51700,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2542,PF-1020,2025-04-11,52650,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2543,PF-1021,2025-04-12,53600,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2544,PF-1022,2025-04-13,27000,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2545,PF-1023,2025-04-14,27950,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2546,PF-1024,2025-04-15,28900,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2547,PF-1025,2025-04-16,29850,auto,Major collision payout request; staged accident suspected per witness statements.
F-2548,PF-1025,2025-04-16,34850,auto,Duplicate submission same day; repeat filing flagged; exaggerated narrative mentions staged loss.
F-2549,PF-1026,2025-04-17,30800,health,Repeat high dollar claim; police report pending; staged indicators present.
F-2550,PF-1027,2025-04-18,31750,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2551,PF-1028,2025-04-19,32700,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2552,PF-1029,2025-04-20,33650,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2553,PF-1030,2025-04-21,34600,health,Major collision payout request; staged accident suspected per witness statements.
F-2554,PF-1031,2025-04-22,35550,travel,Repeat high dollar claim; police report pending; staged indicators present.
F-2555,PF-1032,2025-04-23,36500,property,Follow-up claim filed 9 days later for same damage; exaggerated repairs requested.
F-2556,PF-1033,2025-04-24,37450,auto,Repeat high dollar claim; police report pending; staged indicators present.
F-2557,PF-1034,2025-04-25,38400,health,Duplicate submission for identical procedure on same day; suspicious narrative repeats. Police report pending.
F-2558,PF-1035,2025-04-26,39350,travel,Major collision payout request; staged accident suspected per witness statements.
